0000|LCDPR|0013|||0|0||01092024|26022027
0010|1
0030|||||||||
0040|001|BR|BRL|92146899|9510644096859|294186832|FAZENDA FRUTACC|LOTE 2D LOTEAMENTO VARJAO|—||Zona Rural|TO|1711902|77493-000|1|100.0||
0040|002|BR|BRL|91218195|9510304204681|294904093|FAZENDA UNIÃO|FORMOSO, LT03, LOTEAMENTO RIO XAVANTE|—||Zona Rural|TO|1708205|77470-000|1|100.0||
0040|003|BR|BRL|47452293|42276950100582|295057386|FAZENDA L3|ZONA RURAL SN|—||Zona Rural|TO|1707306|77485-000|1|100.0||
0040|004|BR|BRL|10672273|9500337751771|112877672|FAZENDA PRIMAVERA|Rod Go 142 Km 50 A Esq 05 Km|—||Zona Rural|GO|5221452|76460-000|1|100.0||
0040|005|BR|BRL|48397083|9500413085956|111739837|FAZENDA ALIANÇA|Margem Esquerda Do Rio Das Almas|—||Zona Rural|GO|5214861|76305-000|1|100.0||
0040|006|BR|BRL|58181490|0000193966993|115149210|ARMAZEM PRIMAVERA|Rod. Go 142 Km 47 A Esq. 20 Km|—||Zona Rural|GO|5213772|76465-000|1|100.0||
0040|007|BR|BRL|16540859|9261830071106|115449965|FAZENDA ESTRELA|M Do Norte Go 142 Sent Mata Azul 15km Vira Esq 31km|—||Zona Rural|GO|5213772|76465-000|1|100.0||
0040|008|BR|BRL|74678981|9261830003020|114436720|FAZENDA BARRAGEM GRANDE|RODOVIA GO 142, KM 50|—||Zona Rural|GO|5213772|76465-000|1|100.0||
0040|009|BR|BRL|26817713|9999895496227|128477750|FAZENDA GUARA|OTR DATA SAO PEDRO|—||Zona Rural|MA|2101400|65800-000|1|100.0||
0050|001|BR|184|BCO ITAÚ BBA S.A.|8541|00000000063206 6|0.00
0050|002|BR|756|BANCO COOPERATIVO SICOOB S.A.|3349|00000000000052 3|0.00
0050|003|BR|237|BCO BRADESCO S.A.|0242|00000000022102 3|0.00
0050|004|BR|001|BCO DO BRASIL S.A.|0458|0000000000245852|0.00
0100|96021799100|BRUNO BARROS DE LACERDA|2
0100|93636563300|VALDEMAR GOMES DA SILVA|2
0100|92804780104|MARCIA REGINA GUIMARAES|2
0100|85947284502|JACEMON DOS REIS BERNARDO|2
0100|83246983100|JOAO DA CRUZ DE OLIVEIRA|2
0100|70447901192|UTARLIS GABRIEL DE BRITO|2
0100|70447300199|GILDEVAN OLIVEIRA DOS SANTOS|2
0100|70333900170|MARCOS ROBERTO DE OLIVEIRA MACIEL|2
0100|60290926343|JHEFFSON UBIRATAN MENDES PEREIRA|2
0100|60075489000192|VAGNER ARAUJO DA SILVA|1
0100|59278240000103|OZIEL LOPES ROSA|1
0100|58475205000103|MDAS D M DE OLIVEIRA - COSBITÃ“I|1
0100|58392824000134|WAGNER FRANK OLIVEIRA SILVA|1
0100|57883341000170|JAQUELINE RODRIGUES DUTRA|1
0100|57462635000128|JOAO VITOR NUNES DE FREITAS|1
0100|57416481000138|CYNARA SILVA OLIVEIRA SANTOS|1
0100|55998667000117|ELETROCLIMA MOTORES|1
0100|55770195000140|RODOVIDA ASSESSORIA CONSULTIVA EM TRANSPORTES LTDA|1
0100|55306520000119|GUILHERME ALVES GLORIA|1
0100|54964257000192|CONCEITO COMPONENTES HIDRAULICOS LTDA|1
0100|54589390000106|VANDEY RODRIGUES DA COSTA|1
0100|53616109000114|VINICIUS AUTO ELETRICA E AUTO PECAS LTDA|1
0100|53214096000157|LOURENCO AUTO PECAS|1
0100|52940386000115|JM GERADORES LTDA|1
0100|52600048000134|AGROCAMPO MAQUINAS LTDA|1
0100|52394857000137|NORTE EQUIPAMENTOS E SERVIÃ‡OS PARA POSTOS MANUTENÃ‡ÃƒO E INSTALAÃ‡Ãƒ|1
0100|52321741000178|NUNO assistÃªncia tÃ©cnica em mÃ¡quinas agrÃ­colas Ltda|1
0100|52226073002909|BRASIF S/A EXPORTAÃ‡ÃƒO IMPORTAÃ‡ÃƒO|1
0100|52085797000170|FERNANDO HENRIQUE MARINHO CAMARGO|1
0100|52066998000120|PAULO ROBERTO PIMENTEL DE MORAIS|1
